account_currency,account_id,account_name,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,ctr,date_start,date_stop,impressions,spend,unique_clicks
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,1510,2.339888,2020-01-22,2020-01-22,64533,695.33,1366
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,2245,1.657891,2020-01-23,2020-01-23,135413,1407.87,1941
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,1573,1.224496,2020-01-24,2020-01-24,128461,1413.7,1400
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,1427,1.171853,2020-01-25,2020-01-25,121773,1419.15,1278
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,1248,1.014494,2020-01-26,2020-01-26,123017,1424.88,1152
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,6137,1.888889,2020-01-27,2020-01-27,324900,1635.04,5696
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,8996,1.758467,2020-01-28,2020-01-28,511582,1425.82,8102
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,7285,1.375369,2020-01-29,2020-01-29,529676,1445.53,6744
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,6250,1.338212,2020-01-30,2020-01-30,467041,1550.16,5782
USD,378667599669586,AOM Modern Apps Event PO 288624,23844209522600201,Ad 1 blog post awareness,23844209522580201,Modern Apps Event,23844209522550201,Modern Apps Pre event promo,2093,1.208548,2020-01-31,2020-01-31,173183,581.93,1967
