account_id,creative_id,ad_id,creative_name,url_link
214160719710868,23844482018180644,23844482017920644,VMware 2020-04-10-98b660151c2a376b43f4090c2b46343a,https://www.vmware.com/cloud-solutions/hybrid-cloud/scalability.html?src=sp_5e910b76eb01a&cid=7012H0000021W1I
214160719710868,23844481542700644,23844297165560644,{{product.name}} 2020-04-10-22d0939fb47fec4d9268cde94474b9bc,
214160719710868,23844482055740644,23844482019350644,{{product.name}} 2020-04-10-cc9eecb53420d3fa4df2df6a92381ae2,
214160719710868,23844378885460644,23844378881360644,Scale on Demand 2020-03-20-4ac1e07321094964327f05ffe4d1a02b,https://fb.me/
214160719710868,23844378874150644,23844264420640644,Cloud Scalability eBook 2020-03-20-fe100881c787a98419ef60dca7522cef,https://fb.me/
214160719710868,23844328783360644,23844264265520644,{{product.name}} 2020-03-09-656a7488e5acab6f545ca9e34b22e93d,
214160719710868,23844378872790644,23844378870420644,Scale on Demand 2020-03-20-428e739e9b2438be1e67c584fc443d94,https://fb.me/
214160719710868,23844378858660644,23844378854080644,Scale on Demand 2020-03-20-491b13b1578ab956b83d3bfd2885cdb2,https://fb.me/
214160719710868,23844333568310644,23844264469880644,{{product.name}} 2020-03-10-a3d2d65542099a4359c4fe4f5661ad07,
214160719710868,23844264474410644,23844264469870644,Cloud Scalability eBook 2020-02-24-5441bc0c6561850cf9a7058783f1638e,https://fb.me/
214160719710868,23844264474540644,23844264450760644,Cloud Scalability eBook 2020-02-24-5cfdac9e7932fd0e45af4bf84bb95b44,https://fb.me/
214160719710868,23844264468630644,23844264450750644,{{product.name}} 2020-02-24-38f35cd308325f4af0489c9d25e76715,
214160719710868,23844333211340644,23844297132350644,{{product.name}} 2020-03-10-3cc2874ddbabae2029849cc7a1664496,
