account_id,creative_id,ad_id,creative_name,url_link
394751067864384,23844152720950738,23844152369350738,VMware 2020-01-17-b577ca229a2261057052cf293236724b,https://fb.me/
394751067864384,23844122947650738,23844148213230738,VMware 2020-01-09-c63ae0ad5fdcc774ccdd8b38f49378b7,https://fb.me/
394751067864384,23844152723070738,23844152369340738,{{product.name}} 2020-01-17-d2834b1fc37498fdd7fd9dbc66e3d1a3,
394751067864384,23844152603040738,23844152327090738,{{product.name}} 2020-01-17-de91e62cac8e50fd0f4b4986e7748ad9,
394751067864384,23844122947650738,23844122945580738,VMware 2020-01-09-c63ae0ad5fdcc774ccdd8b38f49378b7,https://fb.me/
394751067864384,23844122947470738,23844122945590738,VMware 2020-01-09-99ab857418d04e56c623f153710d5010,https://fb.me/
394751067864384,23844118824690738,23844110414840738,VMware 2020-01-08-5499126aa0c340ee160e4f29e0c6a2a6,https://www.vmware.com/learn/3-org-fast-path-to-cloud_reg.html?src=sp_5e0105e0e44ed&cid=7012H0000021Rzx
394751067864384,23844118824630738,23844110322130738,{{product.name}} 2020-01-08-b4527ba1acef9ffcd6303071e06e3f3a,
394751067864384,23844113575030738,23844110416750738,{{product.name}} 2020-01-07-8a6ff19208cda968b6aa140f559f7305,
394751067864384,23844075453450738,23844075453600738,"⚡️Faster Cloud Migration ➔ Migrate to the cloud, no app  2019-12-26-714612711ca30ed5e0c7a411f106f025",
