account_currency,account_id,account_name,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,ctr,date_start,date_stop,impressions,spend,unique_clicks
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,9,0.231006,2020-04-22,2020-04-22,3896,7.71,8
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,326,0.42193,2020-04-23,2020-04-23,77264,215.25,288
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,395,0.357101,2020-04-24,2020-04-24,110613,285.23,355
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,350,0.333067,2020-04-25,2020-04-25,105084,274.21,321
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,353,0.288502,2020-04-26,2020-04-26,122356,282.88,323
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,339,0.261871,2020-04-27,2020-04-27,129453,268.23,293
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,335,0.223079,2020-04-28,2020-04-28,150171,290.6,299
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,296,0.223915,2020-04-29,2020-04-29,132193,273.68,271
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,397,0.303496,2020-04-30,2020-04-30,130809,289.43,347
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153870486,Maintaining Business Continuity in Challenging Times – Part 1,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,255,0.265703,2020-05-01,2020-05-01,95972,188.3,221
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,124,0.208204,2020-04-22,2020-04-22,59557,107.24,118
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,158,0.16045,2020-04-23,2020-04-23,98473,111.14,150
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,83,0.15342,2020-04-24,2020-04-24,54100,62.13,77
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,73,0.125223,2020-04-25,2020-04-25,58296,59.02,68
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,53,0.124349,2020-04-26,2020-04-26,42622,42.69,50
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,60,0.108879,2020-04-27,2020-04-27,55107,41.56,56
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,47,0.097606,2020-04-28,2020-04-28,48153,43.02,45
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,86,0.11848,2020-04-29,2020-04-29,72586,73.46,79
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,65,0.132068,2020-04-30,2020-04-30,49217,60.13,60
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844538153800486,6 Reasons Why Customers Choose Horizon 7 on VMware Cloud on AWS,23844538153860486,Blog Pages Ad set,23844538153810486,Blog Pages,22,0.090535,2020-05-01,2020-05-01,24300,22.71,21
USD,213488769929497,AOM 21Q1 Business Continuity Awareness - PO 303120,23844429932650486,Ad Option B - Copy 5 (square image),23844420388970486,BC ad set 2 - Image B,23844420386150486,Business Continuity Web Page,1204,0.723002,2020-04-03,2020-04-03,166528,81.48,1165
