account_currency,account_id,account_name,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,ctr,date_start,date_stop,impressions,spend,unique_clicks
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,0,0,2020-04-16,2020-04-16,19,0.39,0
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,32,0.736479,2020-04-17,2020-04-17,4345,179.84,29
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,51,0.582125,2020-04-18,2020-04-18,8761,339.28,42
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,37,0.384535,2020-04-19,2020-04-19,9622,379.08,36
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,50,0.450979,2020-04-20,2020-04-20,11087,368.66,43
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,43,0.425279,2020-04-21,2020-04-21,10111,360.18,39
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,44,0.446565,2020-04-22,2020-04-22,9853,341.98,42
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,43,0.401007,2020-04-23,2020-04-23,10723,354.44,33
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,37,0.361011,2020-04-24,2020-04-24,10249,341.55,31
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,37,0.4135,2020-04-25,2020-04-25,8948,339.55,37
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,34,0.362938,2020-04-26,2020-04-26,9368,333.61,34
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,39,0.390938,2020-04-27,2020-04-27,9976,345.27,35
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,44,0.43222,2020-04-28,2020-04-28,10180,368.98,38
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,35,0.371235,2020-04-29,2020-04-29,9428,368.73,34
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417610109,Video Ad,23844691417590109,Ad Set for Ad A - Video,23844691417620109,VMC Video x GIF A/B test Pilot - Community,24,0.269693,2020-04-30,2020-04-30,8899,276.7,20
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,0,0,2020-04-16,2020-04-16,104,2.68,0
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,49,0.606811,2020-04-17,2020-04-17,8075,274.57,45
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,32,0.321447,2020-04-18,2020-04-18,9955,332.58,31
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,49,0.456834,2020-04-19,2020-04-19,10726,358.34,45
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,46,0.399514,2020-04-20,2020-04-20,11514,357.69,41
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,49,0.415712,2020-04-21,2020-04-21,11787,345.16,47
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,48,0.426743,2020-04-22,2020-04-22,11248,329.48,45
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,65,0.547092,2020-04-23,2020-04-23,11881,364.7,58
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,60,0.537972,2020-04-24,2020-04-24,11153,331.75,57
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,59,0.564054,2020-04-25,2020-04-25,10460,324.51,53
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,40,0.382044,2020-04-26,2020-04-26,10470,329.03,39
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,64,0.509473,2020-04-27,2020-04-27,12562,346.41,57
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,45,0.382848,2020-04-28,2020-04-28,11754,370.87,41
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,45,0.444488,2020-04-29,2020-04-29,10124,352.22,43
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844691417600109,GIF Ad,23844691417630109,Ad Set for Ad B - GIF,23844691417620109,VMC Video x GIF A/B test Pilot - Community,43,0.408784,2020-04-30,2020-04-30,10519,278.98,41
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,5,0.292912,2020-04-07,2020-04-07,1707,43.2,5
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,33,0.298724,2020-04-08,2020-04-08,11047,329.65,33
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,26,0.22505,2020-04-09,2020-04-09,11553,341.44,24
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,38,0.369219,2020-04-10,2020-04-10,10292,324.99,36
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,32,0.356347,2020-04-11,2020-04-11,8980,306.73,29
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,21,0.191553,2020-04-12,2020-04-12,10963,305.28,20
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,30,0.244141,2020-04-13,2020-04-13,12288,347.78,29
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,21,0.20202,2020-04-14,2020-04-14,10395,311.19,20
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597140109,Video Ad,23844632597100109,Ad Set for Ad A,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,18,0.262047,2020-04-15,2020-04-15,6869,205.18,17
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,1,0.198413,2020-04-07,2020-04-07,504,9.74,1
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,35,0.312333,2020-04-08,2020-04-08,11206,334.46,31
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,56,0.432533,2020-04-09,2020-04-09,12947,337.62,51
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,40,0.354736,2020-04-10,2020-04-10,11276,327.18,38
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,39,0.351795,2020-04-11,2020-04-11,11086,311.49,35
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,29,0.209069,2020-04-12,2020-04-12,13871,312.02,28
USD,1135490963472565,AOM 21Q1 VMC Video x Gif Pilot - PO 301039,23844632597130109,GIF Ad,23844632597090109,Ad Set for Ad B,23844632597070109,VMC Video x GIF A/B test Pilot - Retargeting,33,0.250779,2020-04-13,2020-04-13,13159,336.25,30
